event,url,date,location,event_id,event_norm
UFC Fight Night: Bigfoot vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,"September 13, 2014","Brasilia, Distrito Federal, Brazil",289,ufc fight night: bigfoot vs arlovski
UFC Fight Night: Jacare vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,"September 05, 2014","Ledyard, Connecticut, USA",288,ufc fight night: jacare vs mousasi
UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,"August 30, 2014","Sacramento, California, USA",287,ufc 177: dillashaw vs soto
UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,"August 23, 2014","Tulsa, Oklahoma, USA",286,ufc fight night: henderson vs dos anjos
UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,"August 23, 2014","Macau, China",285,ufc fight night: bisping vs le
UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,"August 16, 2014","Bangor, Maine, USA",284,ufc fight night: bader vs saint preux
UFC on FOX: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,"July 26, 2014","San Jose, California, USA",283,ufc on fox: lawler vs brown
UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,"July 19, 2014","Dublin, Leinster, Ireland",282,ufc fight night: mcgregor vs brandao
UFC Fight Night: Cowboy vs Miller,http://ufcstats.com/event-details/79ded75550efc139,"July 16, 2014","Atlantic City, New Jersey, USA",281,ufc fight night: cowboy vs miller
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,http://ufcstats.com/event-details/1c5879330d42255f,"July 06, 2014","Las Vegas, Nevada, USA",280,the ultimate fighter: team edgar vs. team penn finale
UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,"July 05, 2014","Las Vegas, Nevada, USA",279,ufc 175: weidman vs machida
UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,"June 28, 2014","San Antonio, Texas, USA",278,ufc fight night: swanson vs stephens
UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,"June 28, 2014","Auckland, New Zealand",277,ufc fight night: te huna vs marquardt
UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,"June 14, 2014","Vancouver, British Columbia, Canada",276,ufc 174: johnson vs bagautinov
UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,"June 07, 2014","Albuquerque, New Mexico, USA",275,ufc fight night: henderson vs khabilov
UFC Fight Night: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,"May 31, 2014","Sao Paulo, Brazil",274,ufc fight night: miocic vs maldonado
UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,"May 31, 2014","Berlin, Germany",273,ufc fight night: munoz vs mousasi
UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,"May 24, 2014","Las Vegas, Nevada, USA",272,ufc 173: barao vs dillashaw
UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,"May 10, 2014","Cincinnati, Ohio, USA",271,ufc fight night: brown vs silva
UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,"April 26, 2014","Baltimore, Maryland, USA",270,ufc 172: jones vs teixeira
UFC on FOX: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,"April 19, 2014","Orlando, Florida, USA",269,ufc on fox: werdum vs browne
UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,"April 16, 2014","Quebec City, Quebec, Canada",268,ufc fight night: bisping vs kennedy
UFC Fight Night: Minotauro vs Nelson,http://ufcstats.com/event-details/d632d156c0549e07,"April 11, 2014","Abu Dhabi, United Arab Emirates",267,ufc fight night: minotauro vs nelson
UFC Fight Night: Shogun vs Henderson 2,http://ufcstats.com/event-details/d5f820c11a121050,"March 23, 2014","Natal, Rio Grande do Norte, Brazil",266,ufc fight night: shogun vs henderson 2
UFC 171: Hendricks vs Lawler,http://ufcstats.com/event-details/179f1948dc234f1f,"March 15, 2014","Dallas, Texas, USA",265,ufc 171: hendricks vs lawler
UFC Fight Night: Gustafsson vs Manuwa,http://ufcstats.com/event-details/ebc1f40e00e0c481,"March 08, 2014","London, England, United Kingdom",264,ufc fight night: gustafsson vs manuwa
UFC Fight Night: Kim vs Hathaway,http://ufcstats.com/event-details/a26198ba5093147e,"March 01, 2014","Macau, China",263,ufc fight night: kim vs hathaway
UFC 170: Rousey vs McMann,http://ufcstats.com/event-details/3138fab619faf4d1,"February 22, 2014","Las Vegas, Nevada, USA",262,ufc 170: rousey vs mcmann
UFC Fight Night: Machida vs Mousasi,http://ufcstats.com/event-details/51b0bb73a1da34bc,"February 15, 2014","Jaragua do Sul, Santa Catarina, Brazil",261,ufc fight night: machida vs mousasi
UFC 169: Barao vs Faber 2,http://ufcstats.com/event-details/fc31f896cde2bc2e,"February 01, 2014","Newark, New Jersey, USA",260,ufc 169: barao vs faber 2
UFC on FOX: Henderson vs Thomson,http://ufcstats.com/event-details/a8d521d913df4e31,"January 25, 2014","Chicago, Illinois, USA",259,ufc on fox: henderson vs thomson
UFC Fight Night: Rockhold vs Philippou,http://ufcstats.com/event-details/30a09e43f15f1d75,"January 15, 2014","Duluth, Georgia, USA",258,ufc fight night: rockhold vs philippou
UFC Fight Night: Saffiedine vs Lim,http://ufcstats.com/event-details/e5c9de15bb58b1c6,"January 04, 2014","Singapore, Singapore",257,ufc fight night: saffiedine vs lim
UFC 168: Weidman vs Silva 2,http://ufcstats.com/event-details/83d0de122f2f9664,"December 28, 2013","Las Vegas, Nevada, USA",256,ufc 168: weidman vs silva 2
UFC on FOX: Johnson vs. Benavidez 2,http://ufcstats.com/event-details/480b702debcb5433,"December 14, 2013","Sacramento, California, USA",255,ufc on fox: johnson vs. benavidez 2
UFC Fight Night: Hunt vs Bigfoot,http://ufcstats.com/event-details/ee457ef1e1c326c1,"December 06, 2013","Brisbane, Queensland, Australia",254,ufc fight night: hunt vs bigfoot
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,http://ufcstats.com/event-details/9a967e8e43dcef63,"November 30, 2013","Las Vegas, Nevada, USA",253,the ultimate fighter: team rousey vs. team tate finale
UFC 167: St-Pierre vs Hendricks,http://ufcstats.com/event-details/28f3c2258a1d8874,"November 16, 2013","Las Vegas, Nevada, USA",252,ufc 167: st-pierre vs hendricks
UFC Fight Night: Belfort vs Henderson 2,http://ufcstats.com/event-details/5d7c18191b8aa432,"November 09, 2013","Goiania, Goias, Brazil",251,ufc fight night: belfort vs henderson 2
UFC Fight Night: Fight for the Troops 3,http://ufcstats.com/event-details/35dc6220b113b7ec,"November 06, 2013","Fort Campbell, Kentucky, USA",250,ufc fight night: fight for the troops 3
UFC Fight Night: Machida vs Munoz,http://ufcstats.com/event-details/60884f31ead1609c,"October 26, 2013","Manchester, England, United Kingdom",249,ufc fight night: machida vs munoz
UFC 166: Velasquez vs Dos Santos 3,http://ufcstats.com/event-details/eae4aec1a5a8ff01,"October 19, 2013","Houston, Texas, USA",248,ufc 166: velasquez vs dos santos 3
UFC Fight Night: Maia vs Shields,http://ufcstats.com/event-details/43612456979e5d5e,"October 09, 2013","Barueri, Sao Paulo, Brazil",247,ufc fight night: maia vs shields
UFC 165: Jones vs Gustafsson,http://ufcstats.com/event-details/df5a77121ba84a5d,"September 21, 2013","Toronto, Ontario, Canada",246,ufc 165: jones vs gustafsson
UFC Fight Night: Teixeira vs Bader,http://ufcstats.com/event-details/b23fca14c7b79935,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",245,ufc fight night: teixeira vs bader
UFC 164: Henderson vs Pettis 2,http://ufcstats.com/event-details/980b4e712489098e,"August 31, 2013","Milwaukee, Wisconsin, USA",244,ufc 164: henderson vs pettis 2
UFC Fight Night: Condit vs Kampmann 2,http://ufcstats.com/event-details/e5c38954c006f15c,"August 28, 2013","Indianapolis, Indiana, USA",243,ufc fight night: condit vs kampmann 2
UFC Fight Night: Shogun vs Sonnen,http://ufcstats.com/event-details/cf1a88371c8cb690,"August 17, 2013","Boston, Massachusetts, USA",242,ufc fight night: shogun vs sonnen
UFC 163: Aldo vs Jung,http://ufcstats.com/event-details/ebc5af72ad5a28cb,"August 03, 2013","Rio de Janeiro, Brazil",241,ufc 163: aldo vs jung
UFC on FOX: Johnson vs Moraga,http://ufcstats.com/event-details/5330fe7e4c3af81c,"July 27, 2013","Seattle, Washington, USA",240,ufc on fox: johnson vs moraga
UFC 162: Silva vs Weidman,http://ufcstats.com/event-details/e0b74df14f52cd15,"July 06, 2013","Las Vegas, Nevada, USA",239,ufc 162: silva vs weidman
UFC 161: Evans vs Henderson,http://ufcstats.com/event-details/8fd1f27e86661ede,"June 15, 2013","Winnipeg, Manitoba, Canada",238,ufc 161: evans vs henderson
UFC on FUEL TV: Nogueira vs. Werdum,http://ufcstats.com/event-details/7865707fd684d77b,"June 08, 2013","Fortaleza, Ceara, Brazil",237,ufc on fuel tv: nogueira vs. werdum
UFC 160: Velasquez vs Silva 2,http://ufcstats.com/event-details/3c241737a6069b9f,"May 25, 2013","Las Vegas, Nevada, USA",236,ufc 160: velasquez vs silva 2
UFC on FX: Belfort vs. Rockhold,http://ufcstats.com/event-details/030f08370fd1c2bb,"May 18, 2013","Jaragua do Sul, Santa Catarina, Brazil",235,ufc on fx: belfort vs. rockhold
UFC 159: Jones vs Sonnen,http://ufcstats.com/event-details/ea0ad155451ed1f5,"April 27, 2013","Newark, New Jersey, USA",234,ufc 159: jones vs sonnen
UFC on FOX: Henderson vs Melendez,http://ufcstats.com/event-details/aa79d5399571068e,"April 20, 2013","San Jose, California, USA",233,ufc on fox: henderson vs melendez
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,http://ufcstats.com/event-details/ce47f49e5c386a9c,"April 13, 2013","Las Vegas, Nevada, USA",232,the ultimate fighter: team jones vs. team sonnen finale
UFC on FUEL TV: Mousasi vs Latifi,http://ufcstats.com/event-details/6291ac0a3726732f,"April 06, 2013","Stockholm, Sweden",231,ufc on fuel tv: mousasi vs latifi
UFC 158: St-Pierre vs Diaz,http://ufcstats.com/event-details/f1b2a4365799c48b,"March 16, 2013","Montreal, Quebec, Canada",230,ufc 158: st-pierre vs diaz
UFC on FUEL TV: Silva vs. Stann,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,"March 02, 2013","Saitama, Japan",229,ufc on fuel tv: silva vs. stann
UFC 157: Rousey vs Carmouche,http://ufcstats.com/event-details/09c44b317c98bf96,"February 23, 2013","Anaheim, California, USA",228,ufc 157: rousey vs carmouche
UFC on FUEL TV: Barao vs McDonald,http://ufcstats.com/event-details/4679a38cced7c64a,"February 16, 2013","London, England, United Kingdom",227,ufc on fuel tv: barao vs mcdonald
UFC 156: Aldo vs Edgar,http://ufcstats.com/event-details/601cf40c09090853,"February 02, 2013","Las Vegas, Nevada, USA",226,ufc 156: aldo vs edgar
UFC on FOX: Johnson vs Dodson,http://ufcstats.com/event-details/738acab0c6934dd8,"January 26, 2013","Chicago, Illinois, USA",225,ufc on fox: johnson vs dodson
UFC on FX: Belfort vs Bisping,http://ufcstats.com/event-details/56f4b81ec4db61af,"January 19, 2013","Sao Paulo, Brazil",224,ufc on fx: belfort vs bisping
UFC 155: Dos Santos vs Velasquez II,http://ufcstats.com/event-details/c6e6926a81adcd00,"December 29, 2012","Las Vegas, Nevada, USA",223,ufc 155: dos santos vs velasquez ii
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,http://ufcstats.com/event-details/c6da1c24fe473418,"December 15, 2012","Las Vegas, Nevada, USA",222,the ultimate fighter: team carwin vs. team nelson finale
UFC on FX: Sotiropoulos vs Pearson,http://ufcstats.com/event-details/e8c170a64dc920ac,"December 14, 2012","Gold Coast, Queensland, Australia",221,ufc on fx: sotiropoulos vs pearson
UFC on FOX: Henderson vs Diaz,http://ufcstats.com/event-details/d1e6a6536ee62517,"December 08, 2012","Seattle, Washington, USA",220,ufc on fox: henderson vs diaz
UFC 154: St-Pierre vs Condit,http://ufcstats.com/event-details/d41937647eae9a34,"November 17, 2012","Montreal, Quebec, Canada",219,ufc 154: st-pierre vs condit
UFC Macao: Franklin vs Le,http://ufcstats.com/event-details/319fa1bd3176bded,"November 10, 2012","Macau, China",218,ufc macao: franklin vs le
UFC 153: Silva vs Bonnar,http://ufcstats.com/event-details/96d173b7f92aa520,"October 13, 2012","Rio de Janeiro, Brazil",217,ufc 153: silva vs bonnar
UFC on FX: Browne vs Bigfoot,http://ufcstats.com/event-details/6a0b80a24f22e152,"October 05, 2012","Minneapolis, Minnesota, USA",216,ufc on fx: browne vs bigfoot
UFC on FUEL TV: Struve vs Miocic,http://ufcstats.com/event-details/6cbb7661c3258617,"September 29, 2012","Nottingham, England, United Kingdom",215,ufc on fuel tv: struve vs miocic
UFC 152: Jones vs Belfort,http://ufcstats.com/event-details/53e533db1b8e9712,"September 22, 2012","Toronto, Ontario, Canada",214,ufc 152: jones vs belfort
UFC 150: Henderson vs Edgar II,http://ufcstats.com/event-details/3c48019bc387b80c,"August 11, 2012","Denver, Colorado, USA",213,ufc 150: henderson vs edgar ii
UFC on FOX: Shogun vs Vera,http://ufcstats.com/event-details/f62850b3c7480db9,"August 04, 2012","Los Angeles, California, USA",212,ufc on fox: shogun vs vera
UFC 149: Faber vs Barao,http://ufcstats.com/event-details/abbc4fc02e0d84b3,"July 21, 2012","Calgary, Alberta, Canada",211,ufc 149: faber vs barao
UFC on FUEL TV: Munoz vs Weidman,http://ufcstats.com/event-details/d3b5ad3b15a64a18,"July 11, 2012","San Jose, California, USA",210,ufc on fuel tv: munoz vs weidman
UFC 148: Silva vs Sonnen 2,http://ufcstats.com/event-details/e8efeb9cf33b1941,"July 07, 2012","Las Vegas, Nevada, USA",209,ufc 148: silva vs sonnen 2
UFC 147: Silva vs Franklin 2,http://ufcstats.com/event-details/3da19339ee7051d5,"June 23, 2012","Belo Horizonte, Minas Gerais, Brazil",208,ufc 147: silva vs franklin 2
UFC on FX: Maynard vs Guida,http://ufcstats.com/event-details/505934897b8b4824,"June 22, 2012","Atlantic City, New Jersey, USA",207,ufc on fx: maynard vs guida
UFC on FX: Johnson vs McCall,http://ufcstats.com/event-details/49590e0508b2c19f,"June 08, 2012","Sunrise, Florida, USA",206,ufc on fx: johnson vs mccall
The Ultimate Fighter: Live Finale,http://ufcstats.com/event-details/96087e90d900f0ef,"June 01, 2012","Las Vegas, Nevada, USA",205,the ultimate fighter: live finale
UFC 146: Dos Santos vs Mir,http://ufcstats.com/event-details/4985113c0928aa62,"May 26, 2012","Las Vegas, Nevada, USA",204,ufc 146: dos santos vs mir
UFC on FUEL TV: Korean Zombie vs Poirier,http://ufcstats.com/event-details/8caca5857ce0e30b,"May 15, 2012","Fairfax, Virginia, USA",203,ufc on fuel tv: korean zombie vs poirier
UFC on FOX: Diaz vs Miller,http://ufcstats.com/event-details/5898357a45a73674,"May 05, 2012","East Rutherford, New Jersey, USA",202,ufc on fox: diaz vs miller
UFC 145: Jones vs Evans,http://ufcstats.com/event-details/155bfc7ed36622df,"April 21, 2012","Atlanta, Georgia, USA",201,ufc 145: jones vs evans
UFC on FUEL TV: Gustafsson vs Silva,http://ufcstats.com/event-details/21f2974fd08085e3,"April 14, 2012","Stockholm, Sweden",200,ufc on fuel tv: gustafsson vs silva
UFC on FX: Alves vs Kampmann,http://ufcstats.com/event-details/b5ea750025697880,"March 02, 2012","Sydney, New South Wales, Australia",199,ufc on fx: alves vs kampmann
UFC 144: Edgar vs Henderson,http://ufcstats.com/event-details/8377c5572cb356f3,"February 25, 2012","Saitama, Japan",198,ufc 144: edgar vs henderson
UFC on FUEL TV: Sanchez vs Ellenberger,http://ufcstats.com/event-details/0a97691039c4bbfb,"February 15, 2012","Omaha, Nebraska, USA",197,ufc on fuel tv: sanchez vs ellenberger
UFC 143: Diaz vs Condit,http://ufcstats.com/event-details/df2cf66d8c0123db,"February 04, 2012","Las Vegas, Nevada, USA",196,ufc 143: diaz vs condit
UFC on FOX: Evans vs Davis,http://ufcstats.com/event-details/c3c23c99477c041b,"January 28, 2012","Chicago, Illinois, USA",195,ufc on fox: evans vs davis
UFC on FX: Guillard vs Miller,http://ufcstats.com/event-details/4d74641fac830182,"January 20, 2012","Nashville, Tennessee, USA",194,ufc on fx: guillard vs miller
UFC 142: Aldo vs Mendes,http://ufcstats.com/event-details/18524b46c570730b,"January 14, 2012","Rio de Janeiro, Brazil",193,ufc 142: aldo vs mendes
UFC 141: Lesnar vs Overeem,http://ufcstats.com/event-details/91720876db0ee468,"December 30, 2011","Las Vegas, Nevada, USA",192,ufc 141: lesnar vs overeem
UFC 140: Jones vs Machida,http://ufcstats.com/event-details/6d7886b094b471ac,"December 10, 2011","Toronto, Ontario, Canada",191,ufc 140: jones vs machida
The Ultimate Fighter: Team Bisping vs Team Miller Finale,http://ufcstats.com/event-details/1f5f75658551f2d3,"December 03, 2011","Las Vegas, Nevada, USA",190,the ultimate fighter: team bisping vs team miller finale
UFC 139: Shogun vs Henderson,http://ufcstats.com/event-details/0ec821423baa26bd,"November 19, 2011","San Jose, California, USA",189,ufc 139: shogun vs henderson
UFC on FOX: Velasquez vs Dos Santos,http://ufcstats.com/event-details/1c061eb6e29eaa0a,"November 12, 2011","Anaheim, California, USA",188,ufc on fox: velasquez vs dos santos
UFC 138: Leben vs Munoz,http://ufcstats.com/event-details/e780ccc79a209985,"November 05, 2011","Birmingham, England, United Kingdom",187,ufc 138: leben vs munoz
UFC 137: Penn vs Diaz,http://ufcstats.com/event-details/8788beb528894f33,"October 29, 2011","Las Vegas, Nevada, USA",186,ufc 137: penn vs diaz
UFC 136: Edgar vs Maynard 3,http://ufcstats.com/event-details/7d5b12de1625984e,"October 08, 2011","Houston, Texas, USA",185,ufc 136: edgar vs maynard 3
UFC Live: Cruz vs Johnson,http://ufcstats.com/event-details/44f9c777fed7ca03,"October 01, 2011","Washington, DC, USA",184,ufc live: cruz vs johnson
UFC 135: Jones vs Rampage,http://ufcstats.com/event-details/73ef22f25d0f70e2,"September 24, 2011","Denver, Colorado, USA",183,ufc 135: jones vs rampage
UFC Fight Night: Shields vs Ellenberger,http://ufcstats.com/event-details/1ffc38f67785797b,"September 17, 2011","New Orleans, Louisiana, USA",182,ufc fight night: shields vs ellenberger
UFC 134: Silva vs Okami,http://ufcstats.com/event-details/18968f97ad34f15c,"August 27, 2011","Rio de Janeiro, Brazil",181,ufc 134: silva vs okami
UFC Live: Hardy vs Lytle,http://ufcstats.com/event-details/4c8d6fde2dde07c4,"August 14, 2011","Milwaukee, Wisconsin, USA",180,ufc live: hardy vs lytle
UFC 133: Evans vs Ortiz 2,http://ufcstats.com/event-details/f1f9e48a0d150757,"August 06, 2011","Philadelphia, Pennsylvania, USA",179,ufc 133: evans vs ortiz 2
UFC 132: Cruz vs Faber,http://ufcstats.com/event-details/83fd97284f4bb4a4,"July 02, 2011","Las Vegas, Nevada, USA",178,ufc 132: cruz vs faber
UFC Live: Kongo vs Barry,http://ufcstats.com/event-details/d023ae89a2a4a41e,"June 26, 2011","Pittsburgh, Pennsylvania, USA",177,ufc live: kongo vs barry
UFC 131: Dos Santos vs Carwin,http://ufcstats.com/event-details/aac5ac38148f0528,"June 11, 2011","Vancouver, British Columbia, Canada",176,ufc 131: dos santos vs carwin
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,http://ufcstats.com/event-details/3ba3b5cc94498437,"June 04, 2011","Las Vegas, Nevada, USA",175,the ultimate fighter: team lesnar vs team dos santos finale
UFC 130: Rampage vs Hamill,http://ufcstats.com/event-details/b732b326c362fb62,"May 28, 2011","Las Vegas, Nevada, USA",174,ufc 130: rampage vs hamill
UFC 129: St-Pierre vs Shields,http://ufcstats.com/event-details/2db7fa8db6bc9632,"April 30, 2011","Toronto, Ontario, Canada",173,ufc 129: st-pierre vs shields
UFC Fight Night: Nogueira vs Davis,http://ufcstats.com/event-details/8a59d346dc976a10,"March 26, 2011","Seattle, Washington, USA",172,ufc fight night: nogueira vs davis
UFC 128: Shogun vs Jones,http://ufcstats.com/event-details/1411c630ba711b64,"March 19, 2011","Newark, New Jersey, USA",171,ufc 128: shogun vs jones
UFC Live: Sanchez vs Kampmann,http://ufcstats.com/event-details/a54fc2d6fc224dc3,"March 03, 2011","Louisville, Kentucky, USA",170,ufc live: sanchez vs kampmann
UFC 127: Penn vs Fitch,http://ufcstats.com/event-details/88a9bc81271ccd89,"February 26, 2011","Sydney, New South Wales, Australia",169,ufc 127: penn vs fitch
UFC 126: Silva vs Belfort,http://ufcstats.com/event-details/65ddc8a9ac4e8531,"February 05, 2011","Las Vegas, Nevada, USA",168,ufc 126: silva vs belfort
UFC Fight Night: Fight for the Troops 2,http://ufcstats.com/event-details/282fa667ff9c51ed,"January 22, 2011","Killeen, Texas, USA",167,ufc fight night: fight for the troops 2
UFC 125: Resolution,http://ufcstats.com/event-details/d1152823307d7e7c,"January 01, 2011","Las Vegas, Nevada, USA",166,ufc 125: resolution
UFC 124: St-Pierre vs Koscheck 2,http://ufcstats.com/event-details/132f860d02953f4c,"December 11, 2010","Montreal, Quebec, Canada",165,ufc 124: st-pierre vs koscheck 2
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,http://ufcstats.com/event-details/5d7bdab5e03e3216,"December 04, 2010","Las Vegas, Nevada, USA",164,the ultimate fighter: team gsp vs team koscheck finale
UFC 123: Rampage vs Machida,http://ufcstats.com/event-details/dd992d569aaebee6,"November 20, 2010","Auburn Hills, Michigan, USA",163,ufc 123: rampage vs machida
UFC 122: Marquardt vs Okami,http://ufcstats.com/event-details/0ff11cc094e887bc,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",162,ufc 122: marquardt vs okami
UFC 121: Lesnar vs Velasquez,http://ufcstats.com/event-details/afdb76fbd86f6d11,"October 23, 2010","Anaheim, California, USA",161,ufc 121: lesnar vs velasquez
UFC 120: Bisping vs Akiyama,http://ufcstats.com/event-details/d512d9f204059f57,"October 16, 2010","London, England, United Kingdom",160,ufc 120: bisping vs akiyama
UFC 119: Mir vs Cro Cop,http://ufcstats.com/event-details/ad32471f01e7b1a5,"September 25, 2010","Indianapolis, Indiana, USA",159,ufc 119: mir vs cro cop
UFC Fight Night: Marquardt vs Palhares,http://ufcstats.com/event-details/acff437707625fc7,"September 15, 2010","Austin, Texas, USA",158,ufc fight night: marquardt vs palhares
UFC 118: Edgar vs Penn 2,http://ufcstats.com/event-details/054defd5420a551f,"August 28, 2010","Boston, Massachusetts, USA",157,ufc 118: edgar vs penn 2
UFC 117: Silva vs Sonnen,http://ufcstats.com/event-details/2f3f12002564bb55,"August 07, 2010","Oakland, California, USA",156,ufc 117: silva vs sonnen
UFC Live: Jones vs Matyushenko,http://ufcstats.com/event-details/f12f979b657ab876,"August 01, 2010","San Diego, California, USA",155,ufc live: jones vs matyushenko
UFC 116: Lesnar vs Carwin,http://ufcstats.com/event-details/140745cbbcb023ac,"July 03, 2010","Las Vegas, Nevada, USA",154,ufc 116: lesnar vs carwin
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,http://ufcstats.com/event-details/9bcf8603ceb25680,"June 19, 2010","Las Vegas, Nevada, USA",153,the ultimate fighter: team liddell vs team ortiz finale
UFC 115: Liddell vs Franklin,http://ufcstats.com/event-details/cfb65863d5099327,"June 12, 2010","Vancouver, British Columbia, Canada",152,ufc 115: liddell vs franklin
UFC 114: Rampage vs Evans,http://ufcstats.com/event-details/bfc2fc38a0e20211,"May 29, 2010","Las Vegas, Nevada, USA",151,ufc 114: rampage vs evans
UFC 113: Machida vs Shogun 2,http://ufcstats.com/event-details/d0c29452d3272603,"May 08, 2010","Montreal, Quebec, Canada",150,ufc 113: machida vs shogun 2
UFC 112: Invincible,http://ufcstats.com/event-details/24b033b3daf1c9df,"April 10, 2010","Abu Dhabi, United Arab Emirates",149,ufc 112: invincible
UFC Fight Night: Florian vs Gomi,http://ufcstats.com/event-details/3ed134d85dfbd7b4,"March 31, 2010","Charlotte, North Carolina, USA",148,ufc fight night: florian vs gomi
UFC 111: St-Pierre vs Hardy,http://ufcstats.com/event-details/c80095f6092271a7,"March 27, 2010","Newark, New Jersey, USA",147,ufc 111: st-pierre vs hardy
UFC Live: Vera vs Jones,http://ufcstats.com/event-details/3795fca327cbcf23,"March 21, 2010","Broomfield, Colorado, USA",146,ufc live: vera vs jones
UFC 110: Nogueira vs Velasquez,http://ufcstats.com/event-details/49efbdc6c9f650c4,"February 20, 2010","Sydney, New South Wales, Australia",145,ufc 110: nogueira vs velasquez
UFC 109: Relentless,http://ufcstats.com/event-details/15edcf67ccf5be84,"February 06, 2010","Las Vegas, Nevada, USA",144,ufc 109: relentless
UFC Fight Night: Maynard vs Diaz,http://ufcstats.com/event-details/58bc81376286b3d3,"January 11, 2010","Fairfax, Virginia, USA",143,ufc fight night: maynard vs diaz
UFC 108: Evans vs Silva,http://ufcstats.com/event-details/a6d8bfe9e0c8153b,"January 02, 2010","Las Vegas, Nevada, USA",142,ufc 108: evans vs silva
UFC 107: Penn vs Sanchez,http://ufcstats.com/event-details/821cd80aab70d5f9,"December 12, 2009","Memphis, Tennessee, USA",141,ufc 107: penn vs sanchez
The Ultimate Fighter: Heavyweights Finale,http://ufcstats.com/event-details/91d73ee59347ac16,"December 05, 2009","Las Vegas, Nevada, USA",140,the ultimate fighter: heavyweights finale
UFC 106: Ortiz vs Griffin 2,http://ufcstats.com/event-details/84a067c46306a737,"November 21, 2009","Las Vegas, Nevada, USA",139,ufc 106: ortiz vs griffin 2
UFC 105: Couture vs Vera,http://ufcstats.com/event-details/fa8b9e6b0c2269f8,"November 14, 2009","Manchester, England, United Kingdom",138,ufc 105: couture vs vera
UFC 104: Machida vs Shogun,http://ufcstats.com/event-details/7c0847d3854a95f2,"October 24, 2009","Los Angeles, California, USA",137,ufc 104: machida vs shogun
UFC 103: Franklin vs Belfort,http://ufcstats.com/event-details/896c322f56b8be5a,"September 19, 2009","Dallas, Texas, USA",136,ufc 103: franklin vs belfort
UFC Fight Night: Diaz vs Guillard,http://ufcstats.com/event-details/a8ea84cbe1655f0a,"September 16, 2009","Oklahoma City, Oklahoma, USA",135,ufc fight night: diaz vs guillard
UFC 102: Couture vs Nogueira,http://ufcstats.com/event-details/c6a33ff198aaaeeb,"August 29, 2009","Portland, Oregon, USA",134,ufc 102: couture vs nogueira
UFC 101: Declaration,http://ufcstats.com/event-details/48d1f690b763934c,"August 08, 2009","Philadelphia, Pennsylvania, USA",133,ufc 101: declaration
UFC 100,http://ufcstats.com/event-details/0ee783aa00e468f0,"July 11, 2009","Las Vegas, Nevada, USA",132,ufc 100
The Ultimate Fighter: United States vs. United Kingdom Finale,http://ufcstats.com/event-details/4908c5ee68a50ee5,"June 20, 2009","Las Vegas, Nevada, USA",131,the ultimate fighter: united states vs. united kingdom finale
UFC 99: The Comeback,http://ufcstats.com/event-details/cb6783c39c01d896,"June 13, 2009","Cologne, North Rhine-Westphalia, Germany",130,ufc 99: the comeback
UFC 98: Evans vs Machida,http://ufcstats.com/event-details/c4b6099f0d25f75e,"May 23, 2009","Las Vegas, Nevada, USA",129,ufc 98: evans vs machida
UFC 97: Redemption,http://ufcstats.com/event-details/1652f3213655b935,"April 18, 2009","Montreal, Quebec, Canada",128,ufc 97: redemption
UFC Fight Night: Condit vs Kampmann,http://ufcstats.com/event-details/04d5718ed2661e8c,"April 01, 2009","Nashville, Tennessee, USA",127,ufc fight night: condit vs kampmann
