fight_id,fighter_id,round,kd,sig.str. %,td %,sub.att,rev.,ctrl,sig.str._landed,sig.str._attempted,total str._landed,total str._attempted,td_landed,td_attempted,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
3507,4259,round 2,0,45%,0%,0,0,0:14,14,31,14,31,0,1,6,23,6,6,2,2,14,31,0,0,0,0
3507,4259,round 3,0,72%,100%,0,0,1:06,21,29,23,31,1,1,9,16,10,11,2,2,20,28,0,0,1,1
3507,4259,round 4,0,100%,---,0,0,0:00,3,3,4,4,0,0,2,2,1,1,0,0,3,3,0,0,0,0
3507,3357,round 1,0,77%,---,1,0,1:05,7,9,13,15,0,0,1,2,4,5,2,2,4,5,3,4,0,0
3507,3357,round 2,0,51%,---,0,0,0:00,31,60,32,61,0,0,14,43,8,8,9,9,26,53,5,7,0,0
3507,3357,round 3,0,68%,100%,0,0,1:35,68,99,83,114,1,1,63,91,4,7,1,1,12,22,1,2,55,75
3507,3357,round 4,0,86%,33%,0,0,2:50,20,23,33,39,1,3,18,21,2,2,0,0,2,3,0,0,18,20
3506,3800,round 1,0,31%,---,0,0,0:00,5,16,5,16,0,0,1,10,3,5,1,1,5,16,0,0,0,0
3506,3800,round 2,0,53%,0%,0,0,0:08,7,13,7,13,0,4,3,8,3,4,1,1,7,13,0,0,0,0
3506,3800,round 3,0,78%,33%,0,0,2:25,18,23,30,38,1,3,12,17,5,5,1,1,10,15,0,0,8,8
3506,3389,round 1,1,47%,---,0,0,1:45,27,57,30,61,0,0,26,55,1,2,0,0,5,16,0,0,22,41
3506,3389,round 2,0,42%,0%,0,0,0:05,6,14,6,14,0,1,2,8,2,2,2,4,6,14,0,0,0,0
3506,3389,round 3,0,61%,---,0,0,0:08,13,21,20,29,0,0,9,17,2,2,2,2,13,20,0,1,0,0
3505,2375,round 1,0,76%,0%,1,0,3:15,16,21,66,81,0,4,15,20,1,1,0,0,0,0,1,1,15,20
3505,2375,round 2,0,79%,33%,0,1,3:32,19,24,55,66,1,3,19,24,0,0,0,0,2,3,3,3,14,18
3505,2375,round 3,0,92%,100%,0,0,4:09,12,13,72,82,1,1,11,12,1,1,0,0,1,1,0,0,11,12
3505,2814,round 1,0,50%,100%,0,0,1:05,1,2,4,6,1,1,1,2,0,0,0,0,0,0,0,0,1,2
3505,2814,round 2,0,100%,---,0,1,0:52,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
3505,2814,round 3,0,0%,---,0,1,0:17,0,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3504,1691,round 1,0,51%,---,0,0,1:10,15,29,21,36,0,0,9,19,4,8,2,2,15,29,0,0,0,0
3504,1691,round 2,0,51%,---,0,0,1:38,16,31,19,34,0,0,10,25,5,5,1,1,11,25,5,6,0,0
3504,1691,round 3,0,66%,100%,0,0,0:38,26,39,39,52,1,1,21,33,3,4,2,2,16,27,1,2,9,10
3504,3847,round 1,0,60%,0%,0,0,0:00,15,25,19,30,0,5,0,8,1,2,14,15,15,24,0,1,0,0
3504,3847,round 2,0,42%,0%,0,0,0:00,11,26,17,33,0,5,2,14,4,6,5,6,10,21,1,5,0,0
3504,3847,round 3,0,47%,0%,0,0,2:09,21,44,24,47,0,2,10,33,6,6,5,5,20,40,1,4,0,0
3503,1153,round 1,0,69%,0%,0,0,0:11,25,36,27,38,0,6,15,25,8,9,2,2,14,23,11,13,0,0
3503,1153,round 2,0,76%,25%,0,0,0:50,30,39,32,41,1,4,22,31,8,8,0,0,4,9,26,30,0,0
3503,1153,round 3,0,55%,33%,0,0,0:53,20,36,21,37,1,3,16,31,4,5,0,0,16,30,3,5,1,1
3503,3449,round 1,0,47%,---,0,0,0:23,23,48,23,48,0,0,9,32,4,5,10,11,17,38,6,9,0,1
3503,3449,round 2,0,63%,---,0,1,1:15,23,36,29,43,0,0,10,21,5,5,8,10,14,21,8,13,1,2
3503,3449,round 3,0,38%,0%,0,0,0:22,20,52,20,52,0,3,10,36,6,11,4,5,15,41,5,11,0,0
3502,3066,round 1,0,45%,0%,0,0,2:26,10,22,29,45,0,2,7,17,1,3,2,2,10,21,0,1,0,0
3502,3066,round 2,0,62%,0%,0,0,1:54,27,43,35,54,0,2,23,35,3,7,1,1,9,20,9,12,9,11
3502,3066,round 3,0,58%,---,0,0,1:16,40,68,62,93,0,0,37,64,3,4,0,0,36,61,4,7,0,0
3502,1906,round 1,0,11%,---,0,0,0:08,4,35,14,47,0,0,3,33,0,1,1,1,4,34,0,1,0,0
3502,1906,round 2,0,34%,0%,0,0,1:37,10,29,18,38,0,1,6,24,2,3,2,2,6,24,1,2,3,3
3502,1906,round 3,0,35%,0%,0,0,0:36,15,42,21,52,0,1,6,30,8,11,1,1,13,39,2,3,0,0
3501,115,round 1,0,50%,---,1,0,0:00,2,4,2,4,0,0,0,2,1,1,1,1,2,3,0,1,0,0
3501,795,round 1,0,100%,50%,0,0,1:03,2,2,2,2,1,2,2,2,0,0,0,0,0,0,1,1,1,1
3500,3526,round 1,1,66%,100%,0,0,0:30,32,48,32,48,1,1,22,38,6,6,4,4,18,30,0,0,14,18
3500,2191,round 1,0,21%,---,0,0,0:00,10,46,10,46,0,0,5,40,5,6,0,0,10,46,0,0,0,0
3499,3182,round 1,0,69%,---,0,0,0:00,9,13,9,13,0,0,3,7,2,2,4,4,8,12,1,1,0,0
3499,2761,round 1,1,66%,---,0,0,0:06,18,27,22,31,0,0,13,22,4,4,1,1,9,18,4,4,5,5
3498,2380,round 1,0,54%,---,0,0,0:00,24,44,24,44,0,0,6,19,8,13,10,12,24,44,0,0,0,0
3498,2380,round 2,0,65%,---,0,0,0:00,41,63,41,63,0,0,15,30,17,22,9,11,40,61,1,2,0,0
3498,2380,round 3,0,55%,---,0,0,0:00,49,89,49,89,0,0,17,50,23,30,9,9,49,89,0,0,0,0
3498,2540,round 1,0,35%,---,0,0,0:00,25,71,25,71,0,0,10,49,4,10,11,12,25,71,0,0,0,0
3498,2540,round 2,0,28%,0%,0,0,0:14,25,87,25,87,0,1,16,74,6,8,3,5,24,86,1,1,0,0
3498,2540,round 3,1,27%,---,0,0,0:00,30,110,30,110,0,0,24,104,4,4,2,2,29,109,1,1,0,0
3497,2516,round 1,0,51%,0%,0,0,1:30,14,27,24,38,0,4,5,17,6,7,3,3,12,25,1,1,1,1
3497,2516,round 2,0,48%,0%,0,0,2:23,12,25,37,55,0,5,0,12,3,4,9,9,11,24,1,1,0,0
3497,2516,round 3,0,68%,50%,0,0,3:10,32,47,72,92,2,4,23,38,2,2,7,7,14,24,0,2,18,21
3497,73,round 1,0,47%,---,1,0,0:05,11,23,11,23,0,0,7,18,3,4,1,1,11,23,0,0,0,0
3497,73,round 2,0,63%,---,0,0,0:00,7,11,8,12,0,0,2,6,4,4,1,1,7,11,0,0,0,0
3497,73,round 3,0,35%,---,0,0,0:00,5,14,9,18,0,0,3,12,2,2,0,0,5,14,0,0,0,0
3496,1065,round 1,1,40%,0%,0,0,0:01,13,32,13,32,0,1,9,25,2,4,2,3,11,30,0,0,2,2
3496,2563,round 1,0,29%,---,0,0,0:00,5,17,5,17,0,0,1,13,0,0,4,4,5,17,0,0,0,0
3495,2269,round 1,0,---,---,0,0,0:07,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,2269,round 2,0,12%,---,0,0,3:31,1,8,5,14,0,0,1,8,0,0,0,0,0,7,0,0,1,1
3495,2269,round 3,0,33%,---,0,0,1:29,1,3,1,3,0,0,0,2,0,0,1,1,1,3,0,0,0,0
3495,1545,round 1,0,70%,---,1,0,4:31,7,10,65,75,0,0,5,8,1,1,1,1,2,4,0,0,5,6
3495,1545,round 2,0,47%,0%,0,0,0:00,9,19,60,73,0,1,6,11,0,4,3,4,4,13,0,0,5,6
3495,1545,round 3,0,58%,50%,0,0,2:55,7,12,44,53,1,2,4,6,0,3,3,3,3,7,0,0,4,5
3494,264,round 1,0,51%,100%,0,0,1:21,30,58,33,62,1,1,13,32,16,25,1,1,27,54,0,0,3,4
3494,264,round 2,0,40%,50%,0,0,0:36,11,27,12,29,1,2,7,21,3,5,1,1,10,26,0,0,1,1
3494,1179,round 1,0,48%,0%,0,0,0:04,36,75,43,85,0,1,25,62,6,7,5,6,27,65,1,1,8,9
3494,1179,round 2,0,60%,0%,1,0,0:16,25,41,26,42,0,1,17,33,4,4,4,4,18,34,0,0,7,7
3493,2155,round 1,0,34%,0%,0,0,0:14,19,55,21,57,0,1,17,51,2,4,0,0,14,50,5,5,0,0
3493,2155,round 2,0,48%,0%,0,0,0:00,13,27,13,27,0,1,12,25,0,1,1,1,10,20,3,7,0,0
3493,2155,round 3,0,32%,0%,0,0,0:00,10,31,10,31,0,1,8,29,1,1,1,1,9,30,1,1,0,0
3493,1041,round 1,0,41%,100%,0,0,0:09,39,94,40,95,1,1,28,80,9,12,2,2,33,84,6,10,0,0
3493,1041,round 2,0,45%,0%,0,0,1:37,36,80,54,105,0,2,28,71,4,5,4,4,21,53,15,27,0,0
3493,1041,round 3,0,44%,---,0,0,0:04,52,117,53,118,0,0,40,101,8,12,4,4,43,102,9,15,0,0
3492,1974,round 1,0,78%,100%,0,0,4:41,11,14,26,31,1,1,10,13,0,0,1,1,1,2,0,0,10,12
3492,1974,round 2,0,76%,100%,0,0,4:34,10,13,52,57,2,2,10,13,0,0,0,0,1,3,0,0,9,10
3492,1974,round 3,0,63%,60%,0,0,4:22,7,11,19,25,3,5,5,9,2,2,0,0,4,7,0,0,3,4
3492,2051,round 1,0,76%,---,1,0,0:00,13,17,16,20,0,0,13,17,0,0,0,0,1,5,0,0,12,12
3492,2051,round 2,0,20%,---,0,0,0:00,1,5,4,9,0,0,1,4,0,0,0,1,1,5,0,0,0,0
3492,2051,round 3,0,70%,---,0,0,0:00,14,20,24,32,0,0,14,20,0,0,0,0,6,10,2,3,6,7
3491,1118,round 1,0,68%,---,1,0,1:52,20,29,41,53,0,0,4,12,15,16,1,1,9,15,11,14,0,0
3491,1118,round 2,0,59%,---,0,0,1:01,19,32,34,48,0,0,11,21,7,9,1,2,10,20,7,9,2,3
3491,1118,round 3,0,46%,66%,1,0,1:46,22,47,32,58,2,3,16,38,6,9,0,0,17,38,4,8,1,1
3491,4339,round 1,0,40%,0%,0,0,1:47,11,27,48,67,0,2,10,25,0,1,1,1,6,19,5,8,0,0
3491,4339,round 2,0,42%,100%,0,0,2:07,16,38,38,63,3,3,11,31,1,1,4,6,12,31,1,3,3,4
3491,4339,round 3,0,46%,0%,0,0,0:47,25,54,38,74,0,7,18,43,3,3,4,8,16,42,7,10,2,2
3490,1417,round 1,0,53%,33%,0,0,0:00,7,13,8,14,1,3,3,8,2,3,2,2,7,12,0,1,0,0
3490,1417,round 2,0,31%,0%,0,0,0:21,5,16,5,16,0,1,1,11,2,2,2,3,4,13,1,3,0,0
3490,1417,round 3,0,50%,33%,0,0,2:40,8,16,16,25,1,3,8,16,0,0,0,0,0,3,0,0,8,13
3490,1117,round 1,0,46%,---,0,0,0:10,6,13,7,14,0,0,5,12,1,1,0,0,5,12,1,1,0,0
3490,1117,round 2,0,23%,---,0,0,0:00,6,26,6,26,0,0,5,25,1,1,0,0,5,25,1,1,0,0
3490,1117,round 3,0,25%,---,0,0,0:00,3,12,15,25,0,0,2,11,1,1,0,0,3,11,0,1,0,0
3489,2123,round 1,0,33%,0%,0,0,0:00,15,45,20,50,0,1,9,34,5,10,1,1,15,45,0,0,0,0
3489,2123,round 2,0,30%,0%,0,0,0:00,25,81,27,83,0,1,10,61,11,16,4,4,23,78,2,3,0,0
3489,2123,round 3,0,39%,---,0,0,0:00,25,63,31,69,0,0,18,51,7,12,0,0,19,53,6,10,0,0
3489,3132,round 1,0,20%,0%,0,0,0:53,5,25,5,26,0,2,2,21,0,1,3,3,5,25,0,0,0,0
3489,3132,round 2,0,35%,0%,0,0,0:29,14,40,15,41,0,1,7,31,5,7,2,2,13,37,1,3,0,0
3489,3132,round 3,0,37%,---,0,0,1:06,23,62,24,63,0,0,21,57,2,5,0,0,15,45,8,17,0,0
3488,3493,round 1,0,39%,---,0,0,0:00,31,79,31,79,0,0,16,62,14,15,1,2,30,78,1,1,0,0
3488,3493,round 2,0,32%,0%,0,0,0:00,24,75,24,75,0,1,14,58,10,17,0,0,20,69,4,6,0,0
3488,1650,round 1,0,22%,100%,0,0,0:06,12,53,14,55,1,1,10,50,0,1,2,2,12,52,0,1,0,0
3488,1650,round 2,1,43%,---,0,0,0:02,28,65,28,65,0,0,24,61,3,3,1,1,21,55,2,5,5,5
3487,1500,round 1,0,56%,---,0,0,0:11,38,67,43,73,0,0,15,42,11,12,12,13,30,55,8,12,0,0
3487,1500,round 2,0,61%,---,0,0,0:09,36,59,38,61,0,0,8,27,5,8,23,24,35,57,1,2,0,0
3487,1500,round 3,0,51%,---,0,0,0:10,29,56,54,83,0,0,19,42,6,10,4,4,16,37,13,17,0,2
3487,2266,round 1,0,50%,0%,0,0,1:14,37,73,39,75,0,4,24,57,12,15,1,1,27,58,10,15,0,0
3487,2266,round 2,0,50%,0%,0,0,0:21,38,75,38,75,0,1,20,54,15,18,3,3,35,70,3,5,0,0
3487,2266,round 3,0,46%,40%,0,0,1:18,19,41,22,44,2,5,11,32,6,7,2,2,14,34,5,7,0,0
3486,2787,round 1,0,50%,100%,0,0,3:09,20,40,28,53,2,2,16,35,4,5,0,0,9,21,4,5,7,14
3486,2787,round 2,0,55%,33%,0,0,3:37,10,18,20,28,1,3,7,13,2,4,1,1,4,6,3,6,3,6
3486,2787,round 3,0,56%,100%,1,0,3:19,17,30,28,45,2,2,13,25,3,4,1,1,9,19,1,1,7,10
3486,2787,round 4,0,100%,100%,2,0,4:24,7,7,23,23,2,2,4,4,3,3,0,0,2,2,1,1,4,4
3486,2787,round 5,0,60%,100%,1,0,2:11,3,5,5,9,1,1,3,5,0,0,0,0,3,5,0,0,0,0
3486,4130,round 1,0,14%,0%,0,0,0:00,2,14,13,26,0,1,0,8,0,3,2,3,2,14,0,0,0,0
3486,4130,round 2,0,20%,0%,0,0,0:04,1,5,11,17,0,1,0,3,1,2,0,0,1,3,0,2,0,0
3486,4130,round 3,0,14%,---,0,0,0:04,3,21,14,33,0,0,0,13,2,7,1,1,1,19,2,2,0,0
3486,4130,round 4,0,33%,---,0,0,0:18,1,3,8,10,0,0,1,1,0,2,0,0,1,3,0,0,0,0
3486,4130,round 5,0,42%,---,0,0,0:00,3,7,7,11,0,0,1,5,1,1,1,1,3,7,0,0,0,0
3485,2600,round 1,0,57%,---,0,1,2:27,4,7,14,21,0,0,3,6,1,1,0,0,4,7,0,0,0,0
3485,2600,round 2,0,37%,---,1,0,0:00,3,8,5,10,0,0,2,6,1,1,0,1,3,8,0,0,0,0
3485,675,round 1,0,33%,100%,0,0,1:54,4,12,9,20,1,1,3,11,1,1,0,0,1,9,0,0,3,3
3485,675,round 2,0,50%,100%,1,0,2:19,9,18,24,35,1,1,8,17,0,0,1,1,2,6,0,0,7,12
3484,2863,round 1,0,100%,100%,0,0,1:37,8,8,19,20,1,1,6,6,2,2,0,0,2,2,0,0,6,6
3484,2863,round 2,0,0%,100%,1,0,0:20,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
3484,3112,round 1,0,66%,100%,0,0,3:06,4,6,39,42,1,1,4,6,0,0,0,0,0,1,0,0,4,5
3484,3112,round 2,0,50%,100%,0,0,0:11,1,2,1,2,1,1,1,2,0,0,0,0,1,2,0,0,0,0
3483,3991,round 1,0,19%,---,0,0,0:11,14,71,16,74,0,0,0,40,9,17,5,14,14,71,0,0,0,0
3483,3991,round 2,0,84%,25%,0,0,3:22,11,13,14,16,1,4,2,4,7,7,2,2,8,10,3,3,0,0
3483,3991,round 3,0,30%,0%,0,0,3:16,3,10,10,20,0,9,1,5,2,5,0,0,1,6,2,4,0,0
3483,3527,round 1,0,38%,---,0,0,0:00,8,21,8,21,0,0,1,8,1,3,6,10,8,21,0,0,0,0
3483,3527,round 2,0,88%,50%,0,0,0:34,24,27,39,42,1,2,11,13,8,9,5,5,8,11,15,15,1,1
3483,3527,round 3,0,60%,---,0,0,0:20,20,33,36,49,0,0,11,23,9,10,0,0,4,11,15,21,1,1
3482,2539,round 1,0,50%,---,0,0,0:03,34,67,40,73,0,0,20,47,11,17,3,3,33,65,1,2,0,0
3482,2539,round 2,1,100%,---,0,0,0:01,3,3,3,3,0,0,2,2,0,0,1,1,2,2,0,0,1,1
3482,1731,round 1,0,38%,100%,0,0,1:01,20,52,22,54,3,3,10,37,3,6,7,9,16,45,4,7,0,0
3482,1731,round 2,0,0%,---,0,0,0:00,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
3481,40,round 1,1,40%,---,0,0,0:32,15,37,18,40,0,0,5,25,3,3,7,9,10,30,1,1,4,6
3481,40,round 2,0,28%,100%,0,0,0:19,14,50,14,50,1,1,7,35,6,9,1,6,13,48,1,2,0,0
3481,40,round 3,0,20%,---,0,0,0:00,6,30,6,30,0,0,5,27,1,3,0,0,6,30,0,0,0,0
3481,2680,round 1,0,30%,0%,0,0,0:00,7,23,8,24,0,1,5,19,2,3,0,1,6,21,1,2,0,0
3481,2680,round 2,0,27%,---,0,0,0:00,6,22,6,22,0,0,5,18,0,3,1,1,6,22,0,0,0,0
3481,2680,round 3,1,33%,0%,0,0,0:02,8,24,8,24,0,1,7,20,0,3,1,1,7,23,0,0,1,1
3480,604,round 1,0,25%,---,0,0,0:00,1,4,1,4,0,0,0,3,1,1,0,0,1,4,0,0,0,0
3480,626,round 1,0,0%,---,0,0,0:00,0,2,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0
3479,3848,round 1,0,15%,100%,0,0,2:17,3,20,24,43,1,1,1,12,1,5,1,3,2,15,1,1,0,4
3479,3848,round 2,0,48%,100%,1,0,1:11,20,41,25,47,1,1,13,28,5,9,2,4,8,24,0,0,12,17
3479,1067,round 1,0,40%,---,0,0,0:01,2,5,5,8,0,0,0,2,0,0,2,3,2,5,0,0,0,0
3479,1067,round 2,0,10%,---,0,0,0:00,2,19,2,19,0,0,0,9,0,5,2,5,2,19,0,0,0,0
3478,3155,round 1,1,62%,---,0,0,0:13,48,77,49,78,0,0,35,63,6,7,7,7,45,73,1,2,2,2
3478,3827,round 1,0,41%,100%,0,0,0:17,14,34,14,35,2,2,5,23,4,5,5,6,14,34,0,0,0,0
3477,3342,round 1,0,31%,---,1,0,0:00,6,19,8,21,0,0,3,13,1,3,2,3,5,17,1,2,0,0
3477,798,round 1,0,40%,100%,0,0,0:43,11,27,14,30,1,1,10,24,0,0,1,3,9,25,0,0,2,2
3476,4068,round 1,0,21%,---,0,0,0:05,6,28,7,29,0,0,3,22,2,5,1,1,3,24,2,2,1,2
3476,4068,round 2,0,29%,---,0,0,0:07,10,34,10,34,0,0,9,31,0,2,1,1,8,31,1,2,1,1
3476,4068,round 3,0,23%,100%,0,0,0:26,5,21,6,23,1,1,3,17,1,2,1,2,5,20,0,1,0,0
3476,2869,round 1,0,10%,---,0,0,0:00,3,30,3,30,0,0,2,25,1,5,0,0,3,29,0,1,0,0
3476,2869,round 2,0,47%,0%,0,0,0:00,9,19,9,20,0,3,2,11,7,8,0,0,9,18,0,1,0,0
3476,2869,round 3,0,28%,0%,0,0,0:21,8,28,8,28,0,2,2,14,5,12,1,2,7,27,1,1,0,0
3475,837,round 1,0,50%,100%,1,0,0:04,8,16,15,23,1,1,2,9,5,6,1,1,5,11,3,5,0,0
3475,837,round 2,0,39%,---,1,0,1:10,13,33,17,38,0,0,6,22,7,10,0,1,9,28,4,5,0,0
3475,1937,round 1,0,40%,16%,0,0,4:10,8,20,28,42,1,6,7,18,1,2,0,0,6,13,2,7,0,0
3475,1937,round 2,0,23%,0%,0,0,0:26,14,60,21,70,0,3,10,50,3,4,1,6,13,56,1,4,0,0
3474,1624,round 1,0,59%,0%,0,0,0:18,25,42,27,45,0,2,11,24,7,9,7,9,24,41,1,1,0,0
3474,1624,round 2,0,62%,0%,0,0,1:05,25,40,37,52,0,1,13,23,5,9,7,8,12,24,13,16,0,0
3474,1624,round 3,0,56%,0%,0,0,1:22,18,32,22,36,0,1,9,20,8,11,1,1,15,29,3,3,0,0
3474,1624,round 4,0,47%,33%,0,0,1:36,9,19,29,40,1,3,6,16,2,2,1,1,6,16,3,3,0,0
3474,1624,round 5,0,69%,40%,0,0,2:30,9,13,23,28,2,5,3,4,2,3,4,6,4,6,3,5,2,2
3474,2464,round 1,0,52%,---,0,0,0:03,25,48,41,67,0,0,10,32,12,13,3,3,22,44,3,4,0,0
3474,2464,round 2,0,41%,0%,0,0,0:34,12,29,36,59,0,1,5,21,7,8,0,0,6,20,6,9,0,0
3474,2464,round 3,0,44%,0%,0,0,0:17,17,38,46,69,0,1,9,28,8,9,0,1,13,33,4,5,0,0
3474,2464,round 4,0,46%,50%,0,0,1:23,13,28,61,78,1,2,8,22,4,5,1,1,5,16,7,11,1,1
3474,2464,round 5,0,76%,0%,1,0,1:31,10,13,33,36,0,1,6,9,4,4,0,0,5,7,4,5,1,1
3473,,round 1,0,75%,50%,0,0,2:00,6,8,91,95,1,2,5,7,1,1,0,0,0,1,1,1,5,6
3473,4242,round 1,0,---,---,0,0,0:53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,41,round 1,0,48%,---,0,0,0:02,18,37,18,37,0,0,6,20,0,1,12,16,18,37,0,0,0,0
3472,41,round 2,0,45%,0%,0,0,0:07,16,35,16,36,0,1,7,24,1,1,8,10,16,35,0,0,0,0
3472,41,round 3,0,62%,---,0,0,1:14,44,70,58,90,0,0,40,66,1,1,3,3,32,57,1,1,11,12
3472,2612,round 1,0,36%,50%,0,0,0:08,17,46,17,46,1,2,5,31,2,2,10,13,17,46,0,0,0,0
3472,2612,round 2,1,55%,16%,0,0,0:16,36,65,44,79,1,6,28,55,3,5,5,5,25,46,8,15,3,4
3472,2612,round 3,0,38%,0%,0,0,0:12,16,42,23,55,0,7,13,39,0,0,3,3,14,38,2,4,0,0
3471,681,round 1,1,69%,---,0,0,0:06,18,26,18,26,0,0,17,25,1,1,0,0,13,20,1,1,4,5
3471,3666,round 1,0,42%,0%,0,0,0:00,8,19,8,19,0,1,6,16,0,1,2,2,8,19,0,0,0,0
3470,4366,round 1,0,69%,20%,0,0,0:43,18,26,27,36,1,5,13,21,4,4,1,1,13,19,1,1,4,6
3470,4366,round 2,0,68%,0%,0,0,1:14,11,16,27,40,0,1,10,15,1,1,0,0,2,3,1,1,8,12
3470,736,round 1,1,54%,0%,0,0,1:46,20,37,27,44,0,1,7,19,9,13,4,5,18,34,2,3,0,0
3470,736,round 2,0,50%,---,0,0,0:00,2,4,2,4,0,0,1,3,0,0,1,1,2,4,0,0,0,0
3469,,round 1,0,52%,0%,0,0,2:06,27,51,41,66,0,7,13,30,14,21,0,0,6,20,21,31,0,0
3469,,round 2,0,51%,0%,0,0,2:02,14,27,37,52,0,7,9,22,5,5,0,0,9,22,5,5,0,0
3469,,round 3,0,28%,14%,0,0,0:57,12,42,19,49,1,7,7,32,5,10,0,0,10,40,2,2,0,0
3469,899,round 1,0,54%,0%,0,0,1:59,20,37,60,81,0,2,15,32,4,4,1,1,11,24,9,13,0,0
3469,899,round 2,0,44%,---,0,0,1:23,12,27,30,47,0,0,9,24,2,2,1,1,2,13,4,8,6,6
3469,899,round 3,0,48%,---,0,0,0:34,15,31,17,33,0,0,13,28,2,3,0,0,14,30,1,1,0,0
3468,,round 1,1,47%,---,1,0,0:07,24,51,24,51,0,0,22,48,1,2,1,1,14,36,2,7,8,8
3468,,round 2,0,52%,---,0,1,0:07,18,34,20,37,0,0,16,32,2,2,0,0,17,30,0,2,1,2
3468,,round 3,0,50%,100%,1,0,0:11,12,24,24,36,1,1,12,24,0,0,0,0,10,21,2,2,0,1
3468,2103,round 1,0,32%,33%,0,0,1:52,13,40,20,49,1,3,11,36,0,1,2,3,10,35,2,4,1,1
3468,2103,round 2,0,37%,20%,1,0,2:31,11,29,25,43,1,5,9,23,2,5,0,1,10,28,0,0,1,1
3468,2103,round 3,0,31%,25%,0,0,2:02,7,22,29,45,1,4,5,19,2,3,0,0,7,22,0,0,0,0
3467,,round 1,0,37%,---,0,0,0:00,16,43,18,47,0,0,14,39,1,3,1,1,13,37,3,6,0,0
3467,,round 2,0,40%,---,0,0,0:17,24,59,28,63,0,0,14,38,4,13,6,8,22,51,2,8,0,0
3467,,round 3,0,43%,0%,0,0,1:46,31,72,37,78,0,2,15,47,9,18,7,7,26,59,5,13,0,0
3467,627,round 1,0,38%,---,0,0,0:02,38,99,40,101,0,0,21,78,2,4,15,17,32,90,6,9,0,0
3467,627,round 2,0,23%,---,0,0,0:00,15,64,15,64,0,0,11,50,2,12,2,2,14,60,1,4,0,0
3467,627,round 3,0,39%,---,0,0,0:18,25,64,25,64,0,0,19,54,4,8,2,2,14,50,11,14,0,0
3466,4428,round 1,0,16%,---,0,0,0:02,1,6,1,6,0,0,1,5,0,1,0,0,0,4,1,2,0,0
3466,3624,round 1,0,60%,50%,0,0,0:04,3,5,7,11,1,2,1,2,0,1,2,2,2,3,1,2,0,0
3465,2843,round 1,0,25%,---,0,0,0:00,3,12,3,12,0,0,0,6,2,4,1,2,3,12,0,0,0,0
3465,2843,round 2,0,42%,0%,0,0,2:04,9,21,24,42,0,1,5,15,1,1,3,5,6,17,0,0,3,4
3465,2843,round 3,0,39%,0%,0,0,1:45,11,28,40,57,0,1,6,22,2,3,3,3,5,21,6,7,0,0
3465,323,round 1,0,30%,100%,0,0,0:02,6,20,6,20,1,1,0,11,3,5,3,4,6,20,0,0,0,0
3465,323,round 2,0,21%,---,0,0,0:00,4,19,8,25,0,0,2,15,1,3,1,1,2,16,1,1,1,2
3465,323,round 3,0,39%,---,0,0,0:00,20,51,30,63,0,0,11,39,8,11,1,1,10,36,10,15,0,0
3464,3840,round 1,1,44%,100%,0,0,1:59,13,29,29,47,1,1,12,26,1,3,0,0,4,12,8,13,1,4
3464,3840,round 2,0,74%,100%,0,0,4:10,20,27,52,62,2,2,20,27,0,0,0,0,2,4,1,1,17,22
3464,3840,round 3,0,60%,100%,0,0,0:03,3,5,3,5,1,1,3,5,0,0,0,0,0,1,0,0,3,4
3464,,round 1,0,45%,0%,0,0,0:53,15,33,39,60,0,1,7,22,7,10,1,1,8,19,7,14,0,0
3464,,round 2,0,37%,0%,0,0,0:24,3,8,12,18,0,2,0,3,3,5,0,0,1,4,2,4,0,0
3464,,round 3,0,100%,---,0,0,0:00,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
3463,2360,round 1,0,26%,66%,0,0,1:55,7,26,17,37,2,3,6,22,0,1,1,3,3,21,0,0,4,5
3463,2360,round 2,0,43%,66%,0,0,1:53,16,37,22,44,2,3,10,27,5,8,1,2,12,32,4,5,0,0
3463,2360,round 3,0,42%,33%,0,0,1:04,15,35,19,39,1,3,11,31,4,4,0,0,10,28,5,7,0,0
3463,2360,round 4,0,25%,0%,0,0,0:19,6,24,6,24,0,1,4,19,1,1,1,4,6,23,0,1,0,0
3463,2360,round 5,0,43%,25%,0,0,0:26,10,23,17,30,1,4,10,22,0,1,0,0,8,18,2,5,0,0
3463,1345,round 1,0,83%,0%,0,0,0:33,10,12,10,12,0,1,5,7,1,1,4,4,9,11,1,1,0,0
3463,1345,round 2,0,35%,---,0,0,0:42,10,28,13,31,0,0,6,24,2,2,2,2,10,28,0,0,0,0
3463,1345,round 3,0,44%,100%,0,0,0:56,11,25,12,26,1,1,7,21,1,1,3,3,10,22,1,3,0,0
