fight_id,event_id,bout,event_norm,bout_norm,bout_anagram
484,60,Trevor Prangley vs. Travis Lutter,ufc 54: boiling point,trevor prangley vs. travis lutter,.aaeeegillnoprrrrrssttttuvvvy
483,60,James Irvin vs. Terry Martin,ufc 54: boiling point,james irvin vs. terry martin,.aaeeiiijmmnnrrrrssttvvy
482,59,Nate Marquardt vs. Ivan Salaverry,ufc fight night 1,nate marquardt vs. ivan salaverry,.aaaaaadeeilmnnqrrrrssttuvvvy
481,59,Chris Leben vs. Patrick Cote,ufc fight night 1,chris leben vs. patrick cote,.abccceeehiiklnoprrssttv
480,59,Stephan Bonnar vs. Sam Hoger,ufc fight night 1,stephan bonnar vs. sam hoger,.aaabeeghhmnnnooprrssstv
479,59,Nate Quarry vs. Pete Sell,ufc fight night 1,nate quarry vs. pete sell,.aaeeeellnpqrrssttuvy
478,59,Josh Koscheck vs. Pete Spratt,ufc fight night 1,josh koscheck vs. pete spratt,.acceeehhjkkoopprsssstttv
477,59,Mike Swick vs. Gideon Ray,ufc fight night 1,mike swick vs. gideon ray,.acdeegiiikkmnorssvwy
476,59,Kenny Florian vs. Alex Karalexis,ufc fight night 1,kenny florian vs. alex karalexis,.aaaaeeefiikklllnnnorrssvxxy
475,59,Drew Fickett vs. Josh Neer,ufc fight night 1,drew fickett vs. josh neer,.cdeeeefhijknorrssttvw
474,58,Andrei Arlovski vs. Justin Eilers,ufc 53: heavy hitters,andrei arlovski vs. justin eilers,.aadeeeiiiijkllnnorrrsssstuvv
473,58,Karo Parisyan vs. Matt Serra,ufc 53: heavy hitters,karo parisyan vs. matt serra,.aaaaaeikmnoprrrrsssttvy
472,58,Rich Franklin vs. Evan Tanner,ufc 53: heavy hitters,rich franklin vs. evan tanner,.aaaceefhiiklnnnnnrrrstvv
471,58,Forrest Griffin vs. Bill Mahood,ufc 53: heavy hitters,forrest griffin vs. bill mahood,.abdefffghiiillmnooorrrsstv
470,58,Paul Buentello vs. Kevin Jordan,ufc 53: heavy hitters,paul buentello vs. kevin jordan,.aabdeeeijklllnnnooprstuuvv
469,58,Nate Quarry vs. Shonie Carter,ufc 53: heavy hitters,nate quarry vs. shonie carter,.aaaceeehinnoqrrrrssttuvy
468,58,David Loiseau vs. Charles McCarthy,ufc 53: heavy hitters,david loiseau vs. charles mccarthy,.aaaacccddeehhiillmorrssstuvvy
467,58,Nick Diaz vs. Koji Oishi,ufc 53: heavy hitters,nick diaz vs. koji oishi,.acdhiiiiijkknoossvz
466,57,Chuck Liddell vs. Randy Couture,ufc 52: couture vs liddell 2,chuck liddell vs. randy couture,.acccdddeehiklllnorrstuuuvy
465,57,Renato Sobral vs. Travis Wiuff,ufc 52: couture vs liddell 2,renato sobral vs. travis wiuff,.aaabeffiilnoorrrsssttuvvw
464,57,Matt Hughes vs. Frank Trigg,ufc 52: couture vs liddell 2,matt hughes vs. frank trigg,.aaefggghhikmnrrsstttuv
463,57,Matt Lindland vs. Travis Lutter,ufc 52: couture vs liddell 2,matt lindland vs. travis lutter,.aaaddeiilllmnnrrsstttttuvv
462,57,Georges St-Pierre vs. Jason Miller,ufc 52: couture vs liddell 2,georges st-pierre vs. jason miller,-.aeeeeeggiijllmnooprrrrsssstv
461,57,Ivan Salaverry vs. Joe Riggs,ufc 52: couture vs liddell 2,ivan salaverry vs. joe riggs,.aaaeeggiijlnorrrsssvvvy
460,57,Joe Doerksen vs. Patrick Cote,ufc 52: couture vs liddell 2,joe doerksen vs. patrick cote,.accdeeeeijkknoooprrssttv
459,57,Mike van Arsdale vs. John Marsh,ufc 52: couture vs liddell 2,mike van arsdale vs. john marsh,.aaaadeehhijklmmnnorrsssvv
458,56,Rich Franklin vs. Ken Shamrock,the ultimate fighter: team couture vs. team liddell finale,rich franklin vs. ken shamrock,.aaccefhhiikkklmnnnorrrssv
457,56,Forrest Griffin vs. Stephan Bonnar,the ultimate fighter: team couture vs. team liddell finale,forrest griffin vs. stephan bonnar,.aabeefffghiinnnnooprrrrsssttv
456,56,Diego Sanchez vs. Kenny Florian,the ultimate fighter: team couture vs. team liddell finale,diego sanchez vs. kenny florian,.aacdeeefghiiklnnnnoorssvyz
455,56,Sam Hoger vs. Bobby Southworth,the ultimate fighter: team couture vs. team liddell finale,sam hoger vs. bobby southworth,.abbbeghhhmoooorrsssttuvwy
454,56,Chris Leben vs. Jason Thacker,the ultimate fighter: team couture vs. team liddell finale,chris leben vs. jason thacker,.aabcceeehhijklnnorrssstv
453,56,Josh Koscheck vs. Chris Sanford,the ultimate fighter: team couture vs. team liddell finale,josh koscheck vs. chris sanford,.acccdefhhhijkknooorrsssssv
452,56,Nate Quarry vs. Lodune Sincaid,the ultimate fighter: team couture vs. team liddell finale,nate quarry vs. lodune sincaid,.aaacddeeiilnnnoqrrsstuuvy
451,56,Mike Swick vs. Alex Schoenauer,the ultimate fighter: team couture vs. team liddell finale,mike swick vs. alex schoenauer,.aacceeeehiikklmnorsssuvwx
450,56,Alex Karalexis vs. Josh Rafferty,the ultimate fighter: team couture vs. team liddell finale,alex karalexis vs. josh rafferty,.aaaaeeeffhijkllorrrssstvxxy
449,55,Tito Ortiz vs. Vitor Belfort,ufc 51: super saturday,tito ortiz vs. vitor belfort,.befiiiloooorrrstttttvvz
448,55,Pete Sell vs. Phil Baroni,ufc 51: super saturday,pete sell vs. phil baroni,.abeeehiilllnopprsstv
447,55,Andrei Arlovski vs. Tim Sylvia,ufc 51: super saturday,andrei arlovski vs. tim sylvia,.aaadeiiiikllmnorrssstvvvy
446,55,Evan Tanner vs. David Terrell,ufc 51: super saturday,evan tanner vs. david terrell,.aaaddeeeeillnnnrrrsttvvv
445,55,Paul Buentello vs. Justin Eilers,ufc 51: super saturday,paul buentello vs. justin eilers,.abeeeeiijllllnnoprsssttuuuv
444,55,Mike Kyle vs. James Irvin,ufc 51: super saturday,mike kyle vs. james irvin,.aeeeiiijkklmmnrssvvy
443,55,David Loiseau vs. Gideon Ray,ufc 51: super saturday,david loiseau vs. gideon ray,.aaadddeegiiilnoorssuvvy
442,55,Karo Parisyan vs. Chris Lytle,ufc 51: super saturday,karo parisyan vs. chris lytle,.aaacehiikllnoprrrssstvyy
441,55,Nick Diaz vs. Drew Fickett,ufc 51: super saturday,nick diaz vs. drew fickett,.accddeefiiikknrsttvwz
440,54,Tito Ortiz vs. Patrick Cote,ufc 50: the war of '04,tito ortiz vs. patrick cote,.acceiiikoooprrstttttvz
439,54,Rich Franklin vs. Jorge Rivera,ufc 50: the war of '04,rich franklin vs. jorge rivera,.aaceefghiiijklnnorrrrrsvv
438,54,Matt Hughes vs. Georges St-Pierre,ufc 50: the war of '04,matt hughes vs. georges st-pierre,-.aeeeeeggghhimoprrrsssstttuv
437,54,Frank Trigg vs. Renato Verissimo,ufc 50: the war of '04,frank trigg vs. renato verissimo,.aaeefggiiikmnnoorrrrsssttvv
436,54,Evan Tanner vs. Robbie Lawler,ufc 50: the war of '04,evan tanner vs. robbie lawler,.aaabbeeeeillnnnorrrstvvw
435,54,Ivan Salaverry vs. Tony Fryklund,ufc 50: the war of '04,ivan salaverry vs. tony fryklund,.aaadefikllnnnorrrsstuvvvyyy
434,54,Travis Lutter vs. Marvin Eastman,ufc 50: the war of '04,travis lutter vs. marvin eastman,.aaaaeeiilmmnnrrrsssttttuvvv
433,53,Randy Couture vs. Vitor Belfort,ufc 49: unfinished business,randy couture vs. vitor belfort,.abcdeefilnooorrrrstttuuvvy
432,53,Joe Riggs vs. Joe Doerksen,ufc 49: unfinished business,joe riggs vs. joe doerksen,.deeeeggijjknooorrsssv
431,53,Chuck Liddell vs. Vernon White,ufc 49: unfinished business,chuck liddell vs. vernon white,.ccddeeehhiiklllnnorstuvvw
430,53,David Terrell vs. Matt Lindland,ufc 49: unfinished business,david terrell vs. matt lindland,.aaaddddeeiillllmnnrrstttvv
429,53,Justin Eilers vs. Mike Kyle,ufc 49: unfinished business,justin eilers vs. mike kyle,.eeeeiiijkkllmnrssstuvy
428,53,Chris Lytle vs. Ronald Jhun,ufc 49: unfinished business,chris lytle vs. ronald jhun,.acdehhijlllnnorrsstuvy
427,53,Karo Parisyan vs. Nick Diaz,ufc 49: unfinished business,karo parisyan vs. nick diaz,.aaaacdiiikknnoprrssvyz
426,53,Yves Edwards vs. Josh Thomson,ufc 49: unfinished business,yves edwards vs. josh thomson,.addeehhjmnooorssssstvvwy
425,52,Ken Shamrock vs. Kimo Leopoldo,ufc 48: payback,ken shamrock vs. kimo leopoldo,.acdeehikkkllmmnoooooprssv
424,52,Frank Trigg vs. Dennis Hallman,ufc 48: payback,frank trigg vs. dennis hallman,.aaadefgghiikllmnnnnrrsstv
423,52,Frank Mir vs. Tim Sylvia,ufc 48: payback,frank mir vs. tim sylvia,.aafiiiklmmnrrsstvvy
422,52,Matt Hughes vs. Renato Verissimo,ufc 48: payback,matt hughes vs. renato verissimo,.aaeeeghhiimmnoorrsssstttuvv
421,52,Evan Tanner vs. Phil Baroni,ufc 48: payback,evan tanner vs. phil baroni,.aaabeehiilnnnnoprrstvv
420,52,Matt Serra vs. Ivan Menjivar,ufc 48: payback,matt serra vs. ivan menjivar,.aaaaeeiijmmnnrrrssttvvv
419,52,Georges St-Pierre vs. Jay Hieron,ufc 48: payback,georges st-pierre vs. jay hieron,-.aeeeeegghiijnooprrrrssstvy
418,52,Trevor Prangley vs. Curtis Stout,ufc 48: payback,trevor prangley vs. curtis stout,.aceegilnooprrrrsssttttuuvvy
417,51,Chuck Liddell vs. Tito Ortiz,ufc 47: it's on!,chuck liddell vs. tito ortiz,.ccddehiiikllloorstttuvz
416,51,Chris Lytle vs. Tiki Ghosn,ufc 47: it's on!,chris lytle vs. tiki ghosn,.ceghhiiikllnorsssttvy
415,51,Yves Edwards vs. Hermes Franca,ufc 47: it's on!,yves edwards vs. hermes franca,.aaacddeeeefhmnrrrssssvvwy
414,51,Andrei Arlovski vs. Wesley Correira,ufc 47: it's on!,andrei arlovski vs. wesley correira,.aaacdeeeeiiikllnoorrrrrsssvvwy
413,51,Nick Diaz vs. Robbie Lawler,ufc 47: it's on!,nick diaz vs. robbie lawler,.aabbcdeeiiikllnorrsvwz
412,51,Mike Kyle vs. Wes Sims,ufc 47: it's on!,mike kyle vs. wes sims,.eeeiikklmmssssvwy
411,51,Jonathan Wiezorek vs. Wade Shipp,ufc 47: it's on!,jonathan wiezorek vs. wade shipp,.aaadeeehhiijknnoopprsstvwwz
410,51,Genki Sudo vs. Mike Brown,ufc 47: it's on!,genki sudo vs. mike brown,.bdeegiikkmnnoorssuvw
409,50,Vitor Belfort vs. Randy Couture,ufc 46: supernatural,vitor belfort vs. randy couture,.abcdeefilnooorrrrstttuuvvy
408,50,Renato Verissimo vs. Carlos Newton,ufc 46: supernatural,renato verissimo vs. carlos newton,.aaceeeiilmnnnoooorrrssssttvvw
407,50,BJ Penn vs. Matt Hughes,ufc 46: supernatural,bj penn vs. matt hughes,.abeeghhjmnnpssttuv
406,50,Frank Mir vs. Wes Sims,ufc 46: supernatural,frank mir vs. wes sims,.aefiikmmnrrssssvw
405,50,Lee Murray vs. Jorge Rivera,ufc 46: supernatural,lee murray vs. jorge rivera,.aaeeeegijlmorrrrrsuvvy
404,50,Georges St-Pierre vs. Karo Parisyan,ufc 46: supernatural,georges st-pierre vs. karo parisyan,-.aaaeeeeggiiknoopprrrrrsssstvy
403,50,Josh Thomson vs. Hermes Franca,ufc 46: supernatural,josh thomson vs. hermes franca,.aaceefhhhjmmnnooorrsssstv
402,50,Matt Serra vs. Jeff Curran,ufc 46: supernatural,matt serra vs. jeff curran,.aaaceeffjmnrrrrssttuv
401,49,Matt Hughes vs. Frank Trigg,ufc 45: revolution,matt hughes vs. frank trigg,.aaefggghhikmnrrsstttuv
400,49,Matt Lindland vs. Falaniko Vitale,ufc 45: revolution,matt lindland vs. falaniko vitale,.aaaaaddefiiikllllmnnnostttvv
399,49,Wesley Correira vs. David Abbott,ufc 45: revolution,wesley correira vs. david abbott,.aaabbcddeeeiiloorrrssttvvwy
398,49,Evan Tanner vs. Phil Baroni,ufc 45: revolution,evan tanner vs. phil baroni,.aaabeehiilnnnnoprrstvv
397,49,Robbie Lawler vs. Chris Lytle,ufc 45: revolution,robbie lawler vs. chris lytle,.abbceeehiillllorrrsstvwy
396,49,Pedro Rizzo vs. Ricco Rodriguez,ufc 45: revolution,pedro rizzo vs. ricco rodriguez,.ccddeegiiiooooprrrrrsuvzzz
395,49,Keith Rockel vs. Chris Liguori,ufc 45: revolution,keith rockel vs. chris liguori,.cceeghhiiiikklloorrrsstuv
394,49,Yves Edwards vs. Nick Agallar,ufc 45: revolution,yves edwards vs. nick agallar,.aaaacddeegikllnrrsssvvwy
393,48,Randy Couture vs. Tito Ortiz,ufc 44: undisputed,randy couture vs. tito ortiz,.acdeiinooorrrsttttuuvyz
392,48,Andrei Arlovski vs. Vladimir Matyushenko,ufc 44: undisputed,andrei arlovski vs. vladimir matyushenko,.aaaaddeehiiiikkllmmnnoorrrssstuvvvy
391,48,Tim Sylvia vs. Gan McGee,ufc 44: undisputed,tim sylvia vs. gan mcgee,.aaceeggiilmmnsstvvy
390,48,Jorge Rivera vs. David Loiseau,ufc 44: undisputed,jorge rivera vs. david loiseau,.aaaddeeegiiijloorrrssuvvv
389,48,Rich Franklin vs. Edwin DeWees,ufc 44: undisputed,rich franklin vs. edwin dewees,.acddeeeefhiiiklnnnrrssvww
388,48,Karo Parisyan vs. Dave Strasser,ufc 44: undisputed,karo parisyan vs. dave strasser,.aaaaadeeiknoprrrrssssstvvy
387,48,Josh Thomson vs. Gerald Strebendt,ufc 44: undisputed,josh thomson vs. gerald strebendt,.abddeeeghhjlmnnooorrsssstttv
386,48,Nick Diaz vs. Jeremy Jackson,ufc 44: undisputed,nick diaz vs. jeremy jackson,.aaccdeeiijjkkmnnorssvyz
385,48,Hermes Franca vs. Caol Uno,ufc 44: undisputed,hermes franca vs. caol uno,.aaacceefhlmnnoorrssuv
384,47,Randy Couture vs. Chuck Liddell,ufc 43: meltdown,randy couture vs. chuck liddell,.acccdddeehiklllnorrstuuuvy
383,47,Kimo Leopoldo vs. David Abbott,ufc 43: meltdown,kimo leopoldo vs. david abbott,.aabbdddeiikllmooooopsttvv
382,47,Vitor Belfort vs. Marvin Eastman,ufc 43: meltdown,vitor belfort vs. marvin eastman,.aaabeefiilmmnnoorrrsstttvvv
381,47,Vernon White vs. Ian Freeman,ufc 43: meltdown,vernon white vs. ian freeman,.aaeeeefhiimnnnnorrstvvw
380,47,Frank Mir vs. Wes Sims,ufc 43: meltdown,frank mir vs. wes sims,.aefiikmmnrrssssvw
379,47,Yves Edwards vs. Eddie Ruiz,ufc 43: meltdown,yves edwards vs. eddie ruiz,.addddeeeeiirrsssuvvwyz
378,47,Falaniko Vitale vs. Matt Lindland,ufc 43: meltdown,falaniko vitale vs. matt lindland,.aaaaaddefiiikllllmnnnostttvv
377,47,Pedro Rizzo vs. Tra Telligman,ufc 43: meltdown,pedro rizzo vs. tra telligman,.aadeegiillmnooprrrsttvzz
376,46,Matt Hughes vs. Sean Sherk,ufc 42: sudden impact,matt hughes vs. sean sherk,.aaeeeghhhkmnrssssttuv
375,46,Pete Spratt vs. Robbie Lawler,ufc 42: sudden impact,pete spratt vs. robbie lawler,.aabbeeeeillopprrrsstttvw
374,46,Dave Strasser vs. Romie Aram,ufc 42: sudden impact,dave strasser vs. romie aram,.aaaadeeeimmorrrrsssstvv
373,46,Wesley Correira vs. Sean Alvarez,ufc 42: sudden impact,wesley correira vs. sean alvarez,.aaaaceeeeeillnorrrrsssvvwyz
372,46,Rich Franklin vs. Evan Tanner,ufc 42: sudden impact,rich franklin vs. evan tanner,.aaaceefhiiklnnnnnrrrstvv
371,46,Duane Ludwig vs. Genki Sudo,ufc 42: sudden impact,duane ludwig vs. genki sudo,.adddeeggiiklnnossuuuvw
370,46,Hermes Franca vs. Richard Crunkilton,ufc 42: sudden impact,hermes franca vs. richard crunkilton,.aaacccdeefhhiiklmnnnorrrrrsstuv
369,46,David Loiseau vs. Mark Weir,ufc 42: sudden impact,david loiseau vs. mark weir,.aaaddeeiiiklmorrssuvvw
368,45,Tim Sylvia vs. Ricco Rodriguez,ufc 41: onslaught,tim sylvia vs. ricco rodriguez,.accdegiiiilmoorrrsstuvvyz
367,45,Frank Mir vs. David Abbott,ufc 41: onslaught,frank mir vs. david abbott,.aaabbddfiikmnorrsttvv
366,45,BJ Penn vs. Caol Uno,ufc 41: onslaught,bj penn vs. caol uno,.abcejlnnnoopsuv
365,45,Matt Lindland vs. Phil Baroni,ufc 41: onslaught,matt lindland vs. phil baroni,.aaabddhiiilllmnnnoprsttv
364,45,Vladimir Matyushenko vs. Pedro Rizzo,ufc 41: onslaught,vladimir matyushenko vs. pedro rizzo,.aaddeehiiiklmmnoooprrrsstuvvyzz
363,45,Din Thomas vs. Matt Serra,ufc 41: onslaught,din thomas vs. matt serra,.aaadehimmnorrssstttv
362,45,Gan McGee vs. Alexandre Dantas,ufc 41: onslaught,gan mcgee vs. alexandre dantas,.aaaaacddeeeegglmnnnrsstvx
361,45,Yves Edwards vs. Rich Clementi,ufc 41: onslaught,yves edwards vs. rich clementi,.accddeeeehiilmnrrssstvvwy
360,44,Tito Ortiz vs. Ken Shamrock,ufc 40: vendetta,tito ortiz vs. ken shamrock,.acehiikkmnooorrsstttvz
359,44,Chuck Liddell vs. Renato Sobral,ufc 40: vendetta,chuck liddell vs. renato sobral,.aabccddeehikllllnoorrsstuv
358,44,Matt Hughes vs. Gil Castillo,ufc 40: vendetta,matt hughes vs. gil castillo,.aacegghhiilllmossstttuv
357,44,Carlos Newton vs. Pete Spratt,ufc 40: vendetta,carlos newton vs. pete spratt,.aaceeelnnoopprrsssttttvw
356,44,Robbie Lawler vs. Tiki Ghosn,ufc 40: vendetta,robbie lawler vs. tiki ghosn,.abbeeghiiikllnoorrsstvw
355,44,Andrei Arlovski vs. Ian Freeman,ufc 40: vendetta,andrei arlovski vs. ian freeman,.aaaadeeefiiiklmnnnorrrssvv
354,44,Vladimir Matyushenko vs. Travis Wiuff,ufc 40: vendetta,vladimir matyushenko vs. travis wiuff,.aaadeffhiiiiklmmnorrsssttuuvvvwy
353,44,Phillip Miller vs. Mark Weir,ufc 40: vendetta,phillip miller vs. mark weir,.aeehiiiikllllmmpprrrsvw
352,43,Ricco Rodriguez vs. Randy Couture,ufc 39: the warriors return,ricco rodriguez vs. randy couture,.acccddeegiinooorrrrrstuuuvyz
351,43,Tim Sylvia vs. Wesley Correira,ufc 39: the warriors return,tim sylvia vs. wesley correira,.aaceeeiiillmorrrssstvvwyy
350,43,BJ Penn vs. Matt Serra,ufc 39: the warriors return,bj penn vs. matt serra,.aabeejmnnprrssttv
349,43,Caol Uno vs. Din Thomas,ufc 39: the warriors return,caol uno vs. din thomas,.aacdhilmnnooosstuv
348,43,Gan McGee vs. Pedro Rizzo,ufc 39: the warriors return,gan mcgee vs. pedro rizzo,.acdeeeggimnooprrsvzz
347,43,Phil Baroni vs. Dave Menne,ufc 39: the warriors return,phil baroni vs. dave menne,.aabdeeehiilmnnnoprsvv
346,43,Matt Lindland vs. Ivan Salaverry,ufc 39: the warriors return,matt lindland vs. ivan salaverry,.aaaaaddeiilllmnnnrrssttvvvy
345,43,Sean Sherk vs. Benji Radach,ufc 39: the warriors return,sean sherk vs. benji radach,.aaabcdeeehhijknnrrsssv
344,42,Matt Hughes vs. Carlos Newton,ufc 38: brawl at the hall,matt hughes vs. carlos newton,.aaceeghhlmnnoorssstttuvw
343,42,Ian Freeman vs. Frank Mir,ufc 38: brawl at the hall,ian freeman vs. frank mir,.aaaeeffiikmmnnnrrrsv
342,42,Mark Weir vs. Eugene Jackson,ufc 38: brawl at the hall,mark weir vs. eugene jackson,.aaceeeegijkkmnnorrssuvw
341,42,Genki Sudo vs. Leigh Remedios,ufc 38: brawl at the hall,genki sudo vs. leigh remedios,.ddeeeegghiiiklmnoorsssuv
340,42,Phillip Miller vs. James Zikic,ufc 38: brawl at the hall,phillip miller vs. james zikic,.aceehiiiiijkllllmmpprssvz
339,42,Renato Sobral vs. Elvis Sinosic,ufc 38: brawl at the hall,renato sobral vs. elvis sinosic,.aabceeiiillnnooorrssssstvv
338,42,Evan Tanner vs. Chris Haseman,ufc 38: brawl at the hall,evan tanner vs. chris haseman,.aaaaceeehhimnnnnrrssstvv
337,41,Chuck Liddell vs. Vitor Belfort,ufc 37.5: as real as it gets,chuck liddell vs. vitor belfort,.bccddeefhiiklllloorrsttuvv
336,41,Benji Radach vs. Nick Serra,ufc 37.5: as real as it gets,benji radach vs. nick serra,.aaabccdeehiijknnrrrssv
335,41,Pete Spratt vs. Zach Light,ufc 37.5: as real as it gets,pete spratt vs. zach light,.aaceeghhilpprssttttvz
334,41,Robbie Lawler vs. Steve Berger,ufc 37.5: as real as it gets,robbie lawler vs. steve berger,.abbbeeeeeegillorrrrsstvvw
333,41,Tony Fryklund vs. Rodrigo Ruas,ufc 37.5: as real as it gets,tony fryklund vs. rodrigo ruas,.addfgiklnnooorrrrsstuuvyy
332,41,Yves Edwards vs. Joao Pierini,ufc 37.5: as real as it gets,yves edwards vs. joao pierini,.aaddeeeiiijnooprrsssvvwy
331,40,Murilo Bustamante vs. Matt Lindland,ufc 37: high impact,murilo bustamante vs. matt lindland,.aaaabddeiilllmmmnnnorssttttuuv
330,40,Ricco Rodriguez vs. Tsuyoshi Kohsaka,ufc 37: high impact,ricco rodriguez vs. tsuyoshi kohsaka,.aaccdeghhiiikkoooorrrsssstuuvyz
329,40,BJ Penn vs. Paul Creighton,ufc 37: high impact,bj penn vs. paul creighton,.abceeghijlnnnopprstuv
328,40,Phil Baroni vs. Amar Suloev,ufc 37: high impact,phil baroni vs. amar suloev,.aaabehiillmnooprrssuvv
327,40,Caol Uno vs. Yves Edwards,ufc 37: high impact,caol uno vs. yves edwards,.aacddeelnoorsssuvvwy
326,40,Ivan Salaverry vs. Andrei Semenov,ufc 37: high impact,ivan salaverry vs. andrei semenov,.aaaadeeeeiilmnnnorrrsssvvvvy
325,40,Benji Radach vs. Steve Berger,ufc 37: high impact,benji radach vs. steve berger,.aabbcdeeeeeghijnrrrsstvv
324,40,Robbie Lawler vs. Aaron Riley,ufc 37: high impact,robbie lawler vs. aaron riley,.aaabbeeeiilllnoorrrrsvwy
323,39,Josh Barnett vs. Randy Couture,ufc 36: worlds collide,josh barnett vs. randy couture,.aabcdeehjnnoorrrsstttuuvy
322,39,Pedro Rizzo vs. Andrei Arlovski,ufc 36: worlds collide,pedro rizzo vs. andrei arlovski,.aaddeeiiiklnoooprrrrssvvzz
321,39,Matt Hughes vs. Hayato Sakurai,ufc 36: worlds collide,matt hughes vs. hayato sakurai,.aaaaaeghhhikmorssstttuuvy
320,39,Matt Lindland vs. Pat Miletich,ufc 36: worlds collide,matt lindland vs. pat miletich,.aaacddehiiilllmmnnpsttttv
319,39,Evan Tanner vs. Elvis Sinosic,ufc 36: worlds collide,evan tanner vs. elvis sinosic,.aaceeeiiilnnnnorsssstvvv
318,39,Frank Mir vs. Pete Williams,ufc 36: worlds collide,frank mir vs. pete williams,.aaeefiiikllmmnprrsstvw
317,39,Matt Serra vs. Kelly Dullanty,ufc 36: worlds collide,matt serra vs. kelly dullanty,.aaadeekllllmnrrsstttuvyy
316,39,Sean Sherk vs. Jutaro Nakao,ufc 36: worlds collide,sean sherk vs. jutaro nakao,.aaaaeehjkknnoorrssstuv
315,38,Jens Pulver vs. BJ Penn,ufc 35: throwdown,jens pulver vs. bj penn,.beeejjlnnnpprssuvv
314,38,Ricco Rodriguez vs. Jeff Monson,ufc 35: throwdown,ricco rodriguez vs. jeff monson,.ccdeeffgiijmnnoooorrrssuvz
313,38,Murilo Bustamante vs. Dave Menne,ufc 35: throwdown,murilo bustamante vs. dave menne,.aaabdeeeeilmmmnnnorssttuuvv
312,38,Chuck Liddell vs. Amar Suloev,ufc 35: throwdown,chuck liddell vs. amar suloev,.aaccddeehikllllmorssuuvv
311,38,Andrei Semenov vs. Ricardo Almeida,ufc 35: throwdown,andrei semenov vs. ricardo almeida,.aaaacdddeeeeiiilmmnnoorrrssvv
310,38,Kevin Randleman vs. Renato Sobral,ufc 35: throwdown,kevin randleman vs. renato sobral,.aaaabdeeeikllmnnnnoorrrsstvv
309,38,Gil Castillo vs. Chris Brennan,ufc 35: throwdown,gil castillo vs. chris brennan,.aabcceghiiilllnnnorrssstv
308,38,Eugene Jackson vs. Keith Rockel,ufc 35: throwdown,eugene jackson vs. keith rockel,.acceeeeeghijkkklnnoorsstuv
307,37,Randy Couture vs. Pedro Rizzo,ufc 34: high voltage,randy couture vs. pedro rizzo,.acddeeinoooprrrrstuuvyzz
306,37,Ricco Rodriguez vs. Pete Williams,ufc 34: high voltage,ricco rodriguez vs. pete williams,.accdeeegiiiillmooprrrsstuvwz
305,37,Matt Hughes vs. Carlos Newton,ufc 34: high voltage,matt hughes vs. carlos newton,.aaceeghhlmnnoorssstttuvw
304,37,BJ Penn vs. Caol Uno,ufc 34: high voltage,bj penn vs. caol uno,.abcejlnnnoopsuv
303,37,Josh Barnett vs. Bobby Hoffman,ufc 34: high voltage,josh barnett vs. bobby hoffman,.aabbbbeffhhjmnnooorssttvy
302,37,Evan Tanner vs. Homer Moore,ufc 34: high voltage,evan tanner vs. homer moore,.aaeeeehmmnnnooorrrstvv
301,37,Matt Lindland vs. Phil Baroni,ufc 34: high voltage,matt lindland vs. phil baroni,.aaabddhiiilllmnnnoprsttv
300,37,Frank Mir vs. Roberto Traven,ufc 34: high voltage,frank mir vs. roberto traven,.aabeefikmnnoorrrrrsttvv
299,36,Tito Ortiz vs. Vladimir Matyushenko,ufc 33: victory in vegas,tito ortiz vs. vladimir matyushenko,.aadehiiiiklmmnooorrssttttuvvyz
298,36,Jens Pulver vs. Dennis Hallman,ufc 33: victory in vegas,jens pulver vs. dennis hallman,.aadeeehijlllmnnnnprsssuvv
297,36,Chuck Liddell vs. Murilo Bustamante,ufc 33: victory in vegas,chuck liddell vs. murilo bustamante,.aabccddeehiikllllmmnorssttuuuv
296,36,Matt Serra vs. Yves Edwards,ufc 33: victory in vegas,matt serra vs. yves edwards,.aaaddeeemrrrssssttvvwy
295,36,Dave Menne vs. Gil Castillo,ufc 33: victory in vegas,dave menne vs. gil castillo,.aacdeeegiilllmnnosstvv
294,36,Jutaro Nakao vs. Tony DeSouza,ufc 33: victory in vegas,jutaro nakao vs. tony desouza,.aaaadejknnoooorssttuuvyz
293,36,Ricardo Almeida vs. Eugene Jackson,ufc 33: victory in vegas,ricardo almeida vs. eugene jackson,.aaaaccddeeeegiijklmnnoorrssuv
292,36,Din Thomas vs. Fabiano Iha,ufc 33: victory in vegas,din thomas vs. fabiano iha,.aaaabdfhhiiimnnoosstv
291,35,Tito Ortiz vs. Elvis Sinosic,ufc 32: showdown in the meadowlands,tito ortiz vs. elvis sinosic,.ceiiiiilnooorsssstttvvz
290,35,BJ Penn vs. Din Thomas,ufc 32: showdown in the meadowlands,bj penn vs. din thomas,.abdehijmnnnopsstv
289,35,Josh Barnett vs. Semmy Schilt,ufc 32: showdown in the meadowlands,josh barnett vs. semmy schilt,.abceehhijlmmnorsssstttvy
288,35,Pat Miletich vs. Shonie Carter,ufc 32: showdown in the meadowlands,pat miletich vs. shonie carter,.aacceeehhiiilmnoprrsstttv
287,35,Caol Uno vs. Fabiano Iha,ufc 32: showdown in the meadowlands,caol uno vs. fabiano iha,.aaaabcfhiilnnooosuv
286,35,Vladimir Matyushenko vs. Yuki Kondo,ufc 32: showdown in the meadowlands,vladimir matyushenko vs. yuki kondo,.aaddehiiikkklmmnnooorsstuuvvyy
